구분,죄종,발생검거,건수,year
송파,폭력,발생,3463,2012
송파,폭력,검거,2718,2012
노원,살인,발생,2,2012
노원,살인,검거,2,2012
노원,강도,발생,12,2012
노원,강도,검거,9,2012
노원,강간,발생,166,2012
노원,강간,검거,131,2012
노원,절도,발생,2292,2012
노원,절도,검거,643,2012
노원,폭력,발생,2783,2012
노원,폭력,검거,2320,2012
방배,살인,발생,0,2012
방배,살인,검거,0,2012
방배,강도,발생,4,2012
방배,강도,검거,3,2012
방배,강간,발생,50,2012
방배,강간,검거,38,2012
방배,절도,발생,696,2012
방배,절도,검거,215,2012
방배,폭력,발생,752,2012
방배,폭력,검거,622,2012
은평,살인,발생,4,2012
은평,살인,검거,4,2012
은평,강도,발생,15,2012
은평,강도,검거,8,2012
은평,강간,발생,116,2012
은평,강간,검거,92,2012
은평,절도,발생,1578,2012
은평,절도,검거,487,2012
은평,폭력,발생,1672,2012
은평,폭력,검거,1397,2012
도봉,살인,발생,8,2012
도봉,살인,검거,8,2012
도봉,강도,발생,14,2012
도봉,강도,검거,13,2012
도봉,강간,발생,79,2012
도봉,강간,검거,76,2012
도봉,절도,발생,1706,2012
도봉,절도,검거,536,2012
도봉,폭력,발생,1795,2012
도봉,폭력,검거,1560,2012
수서,살인,발생,3,2012
수서,살인,검거,3,2012
수서,강도,발생,21,2012
수서,강도,검거,18,2012
수서,강간,발생,118,2012
수서,강간,검거,86,2012
수서,절도,발생,1820,2012
수서,절도,검거,464,2012
수서,폭력,발생,1920,2012
수서,폭력,검거,1519,2012
중부,살인,발생,0,2013
중부,살인,검거,0,2013
중부,강도,발생,6,2013
중부,강도,검거,7,2013
중부,강간,발생,128,2013
중부,강간,검거,91,2013
중부,절도,발생,1540,2013
중부,절도,검거,477,2013
중부,폭력,발생,1454,2013
중부,폭력,검거,1264,2013
종로,살인,발생,2,2013
종로,살인,검거,1,2013
종로,강도,발생,5,2013
종로,강도,검거,5,2013
종로,강간,발생,117,2013
종로,강간,검거,95,2013
종로,절도,발생,1114,2013
종로,절도,검거,409,2013
종로,폭력,발생,1235,2013
종로,폭력,검거,1089,2013
남대문,살인,발생,1,2013
남대문,살인,검거,1,2013
남대문,강도,발생,10,2013
남대문,강도,검거,7,2013
남대문,강간,발생,65,2013
남대문,강간,검거,46,2013
남대문,절도,발생,1047,2013
남대문,절도,검거,438,2013
남대문,폭력,발생,989,2013
남대문,폭력,검거,884,2013
서대문,살인,발생,8,2013
서대문,살인,검거,7,2013
서대문,강도,발생,13,2013
서대문,강도,검거,11,2013
서대문,강간,발생,206,2013
서대문,강간,검거,166,2013
서대문,절도,발생,2087,2013
서대문,절도,검거,807,2013
서대문,폭력,발생,1973,2013
서대문,폭력,검거,1674,2013
혜화,살인,발생,2,2013
혜화,살인,검거,1,2013
혜화,강도,발생,6,2013
혜화,강도,검거,3,2013
혜화,강간,발생,89,2013
혜화,강간,검거,55,2013
혜화,절도,발생,1356,2013
혜화,절도,검거,634,2013
혜화,폭력,발생,1175,2013
혜화,폭력,검거,1017,2013
용산,살인,발생,4,2013
용산,살인,검거,5,2013
용산,강도,발생,23,2013
용산,강도,검거,13,2013
용산,강간,발생,182,2013
용산,강간,검거,153,2013
용산,절도,발생,1547,2013
용산,절도,검거,547,2013
용산,폭력,발생,2125,2013
용산,폭력,검거,1709,2013
성북,살인,발생,3,2013
성북,살인,검거,2,2013
성북,강도,발생,5,2013
성북,강도,검거,4,2013
성북,강간,발생,91,2013
성북,강간,검거,75,2013
성북,절도,발생,1375,2013
성북,절도,검거,398,2013
성북,폭력,발생,1274,2013
성북,폭력,검거,1049,2013
동대문,살인,발생,9,2013
동대문,살인,검거,10,2013
동대문,강도,발생,21,2013
동대문,강도,검거,10,2013
동대문,강간,발생,199,2013
동대문,강간,검거,154,2013
동대문,절도,발생,2130,2013
동대문,절도,검거,554,2013
동대문,폭력,발생,2531,2013
동대문,폭력,검거,2163,2013
마포,살인,발생,3,2013
마포,살인,검거,3,2013
마포,강도,발생,20,2013
마포,강도,검거,13,2013
마포,강간,발생,262,2013
마포,강간,검거,183,2013
마포,절도,발생,2387,2013
마포,절도,검거,662,2013
마포,폭력,발생,2740,2013
마포,폭력,검거,2226,2013
영등포,살인,발생,14,2013
영등포,살인,검거,12,2013
영등포,강도,발생,21,2013
영등포,강도,검거,20,2013
영등포,강간,발생,260,2013
영등포,강간,검거,185,2013
영등포,절도,발생,3200,2013
영등포,절도,검거,912,2013
영등포,폭력,발생,3368,2013
영등포,폭력,검거,2733,2013
성동,살인,발생,2,2013
성동,살인,검거,1,2013
성동,강도,발생,8,2013
성동,강도,검거,7,2013
성동,강간,발생,101,2013
성동,강간,검거,79,2013
성동,절도,발생,1614,2013
성동,절도,검거,510,2013
성동,폭력,발생,1482,2013
성동,폭력,검거,1260,2013
동작,살인,발생,6,2013
동작,살인,검거,6,2013
동작,강도,발생,10,2013
동작,강도,검거,6,2013
동작,강간,발생,215,2013
동작,강간,검거,118,2013
동작,절도,발생,2365,2013
동작,절도,검거,920,2013
동작,폭력,발생,1829,2013
동작,폭력,검거,1514,2013
광진,살인,발생,4,2013
광진,살인,검거,4,2013
광진,강도,발생,8,2013
광진,강도,검거,12,2013
광진,강간,발생,269,2013
광진,강간,검거,228,2013
광진,절도,발생,3124,2013
광진,절도,검거,1258,2013
광진,폭력,발생,2730,2013
광진,폭력,검거,2202,2013
서부,살인,발생,4,2013
서부,살인,검거,5,2013
서부,강도,발생,5,2013
서부,강도,검거,6,2013
서부,강간,발생,70,2013
서부,강간,검거,60,2013
서부,절도,발생,967,2013
서부,절도,검거,343,2013
서부,폭력,발생,1198,2013
서부,폭력,검거,1005,2013
강북,살인,발생,2,2013
강북,살인,검거,2,2013
강북,강도,발생,16,2013
강북,강도,검거,18,2013
강북,강간,발생,202,2013
강북,강간,검거,170,2013
강북,절도,발생,1464,2013
강북,절도,검거,571,2013
강북,폭력,발생,2336,2013
강북,폭력,검거,2084,2013
금천,살인,발생,6,2013
금천,살인,검거,5,2013
금천,강도,발생,16,2013
금천,강도,검거,14,2013
금천,강간,발생,138,2013
금천,강간,검거,108,2013
금천,절도,발생,1620,2013
금천,절도,검거,735,2013
금천,폭력,발생,2180,2013
금천,폭력,검거,1815,2013
중랑,살인,발생,6,2013
중랑,살인,검거,6,2013
중랑,강도,발생,18,2013
중랑,강도,검거,14,2013
중랑,강간,발생,185,2013
중랑,강간,검거,139,2013
중랑,절도,발생,2052,2013
중랑,절도,검거,732,2013
중랑,폭력,발생,2907,2013
중랑,폭력,검거,2516,2013
강남,살인,발생,6,2013
강남,살인,검거,6,2013
강남,강도,발생,16,2013
강남,강도,검거,9,2013
강남,강간,발생,325,2013
강남,강간,검거,223,2013
강남,절도,발생,2750,2013
강남,절도,검거,716,2013
강남,폭력,발생,2916,2013
강남,폭력,검거,2418,2013
관악,살인,발생,7,2013
관악,살인,검거,6,2013
관악,강도,발생,24,2013
관악,강도,검거,17,2013
관악,강간,발생,374,2013
관악,강간,검거,209,2013
관악,절도,발생,3447,2013
관악,절도,검거,753,2013
관악,폭력,발생,3385,2013
관악,폭력,검거,2733,2013
강서,살인,발생,14,2013
강서,살인,검거,12,2013
강서,강도,발생,26,2013
강서,강도,검거,24,2013
강서,강간,발생,270,2013
강서,강간,검거,224,2013
강서,절도,발생,2638,2013
강서,절도,검거,949,2013
강서,폭력,발생,3028,2013
강서,폭력,검거,2395,2013
강동,살인,발생,9,2013
강동,살인,검거,9,2013
강동,강도,발생,17,2013
강동,강도,검거,11,2013
강동,강간,발생,152,2013
강동,강간,검거,130,2013
강동,절도,발생,2546,2013
강동,절도,검거,722,2013
강동,폭력,발생,2810,2013
강동,폭력,검거,2362,2013
종암,살인,발생,1,2013
종암,살인,검거,1,2013
종암,강도,발생,8,2013
종암,강도,검거,8,2013
종암,강간,발생,60,2013
종암,강간,검거,50,2013
종암,절도,발생,914,2013
종암,절도,검거,278,2013
종암,폭력,발생,1036,2013
종암,폭력,검거,857,2013
구로,살인,발생,9,2013
구로,살인,검거,10,2013
구로,강도,발생,20,2013
구로,강도,검거,13,2013
구로,강간,발생,233,2013
구로,강간,검거,165,2013
구로,절도,발생,2436,2013
구로,절도,검거,663,2013
구로,폭력,발생,2967,2013
구로,폭력,검거,2329,2013
서초,살인,발생,1,2013
서초,살인,검거,1,2013
서초,강도,발생,10,2013
서초,강도,검거,8,2013
서초,강간,발생,224,2013
서초,강간,검거,158,2013
서초,절도,발생,2177,2013
서초,절도,검거,619,2013
서초,폭력,발생,1861,2013
서초,폭력,검거,1540,2013
양천,살인,발생,3,2013
양천,살인,검거,2,2013
양천,강도,발생,16,2013
양천,강도,검거,7,2013
양천,강간,발생,136,2013
양천,강간,검거,97,2013
양천,절도,발생,2032,2013
양천,절도,검거,643,2013
양천,폭력,발생,2431,2013
양천,폭력,검거,1823,2013
송파,살인,발생,4,2013
송파,살인,검거,3,2013
송파,강도,발생,18,2013
송파,강도,검거,15,2013
송파,강간,발생,257,2013
송파,강간,검거,181,2013
송파,절도,발생,3915,2013
송파,절도,검거,836,2013
송파,폭력,발생,3058,2013
송파,폭력,검거,2368,2013
노원,살인,발생,7,2013
노원,살인,검거,7,2013
노원,강도,발생,14,2013
노원,강도,검거,10,2013
노원,강간,발생,207,2013
노원,강간,검거,135,2013
노원,절도,발생,2316,2013
노원,절도,검거,801,2013
노원,폭력,발생,2712,2013
노원,폭력,검거,2274,2013
방배,살인,발생,1,2013
방배,살인,검거,1,2013
방배,강도,발생,6,2013
방배,강도,검거,4,2013
방배,강간,발생,55,2013
방배,강간,검거,37,2013
방배,절도,발생,763,2013
방배,절도,검거,215,2013
방배,폭력,발생,645,2013
방배,폭력,검거,535,2013
은평,살인,발생,5,2013
은평,살인,검거,4,2013
은평,강도,발생,9,2013
은평,강도,검거,11,2013
은평,강간,발생,92,2013
은평,강간,검거,73,2013
은평,절도,발생,1431,2013
은평,절도,검거,571,2013
은평,폭력,발생,1633,2013
은평,폭력,검거,1369,2013
도봉,살인,발생,3,2013
도봉,살인,검거,2,2013
도봉,강도,발생,10,2013
도봉,강도,검거,13,2013
도봉,강간,발생,90,2013
도봉,강간,검거,77,2013
도봉,절도,발생,1535,2013
도봉,절도,검거,584,2013
도봉,폭력,발생,1592,2013
도봉,폭력,검거,1357,2013
수서,살인,발생,6,2013
수서,살인,검거,6,2013
수서,강도,발생,15,2013
수서,강도,검거,10,2013
수서,강간,발생,130,2013
수서,강간,검거,94,2013
수서,절도,발생,1696,2013
수서,절도,검거,470,2013
수서,폭력,발생,1817,2013
수서,폭력,검거,1512,2013
중부,살인,발생,3,2014
중부,살인,검거,2,2014
중부,강도,발생,8,2014
중부,강도,검거,8,2014
중부,강간,발생,143,2014
중부,강간,검거,105,2014
중부,절도,발생,1364,2014
중부,절도,검거,408,2014
중부,폭력,발생,1414,2014
중부,폭력,검거,1229,2014
종로,살인,발생,3,2014
종로,살인,검거,2,2014
종로,강도,발생,6,2014
종로,강도,검거,3,2014
종로,강간,발생,122,2014
종로,강간,검거,90,2014
종로,절도,발생,975,2014
종로,절도,검거,371,2014
종로,폭력,발생,1283,2014
종로,폭력,검거,1114,2014
남대문,살인,발생,3,2014
남대문,살인,검거,3,2014
남대문,강도,발생,5,2014
남대문,강도,검거,5,2014
남대문,강간,발생,78,2014
남대문,강간,검거,56,2014
남대문,절도,발생,1212,2014
남대문,절도,검거,479,2014
남대문,폭력,발생,1001,2014
남대문,폭력,검거,893,2014
서대문,살인,발생,3,2014
서대문,살인,검거,3,2014
서대문,강도,발생,4,2014
서대문,강도,검거,7,2014
서대문,강간,발생,185,2014
서대문,강간,검거,150,2014
서대문,절도,발생,1883,2014
서대문,절도,검거,665,2014
서대문,폭력,발생,2119,2014
서대문,폭력,검거,1763,2014
혜화,살인,발생,0,2014
혜화,살인,검거,0,2014
혜화,강도,발생,6,2014
혜화,강도,검거,5,2014
혜화,강간,발생,104,2014
혜화,강간,검거,61,2014
혜화,절도,발생,1297,2014
혜화,절도,검거,695,2014
혜화,폭력,발생,1225,2014
혜화,폭력,검거,1087,2014
용산,살인,발생,1,2014
용산,살인,검거,2,2014
용산,강도,발생,7,2014
용산,강도,검거,7,2014
용산,강간,발생,213,2014
용산,강간,검거,169,2014
용산,절도,발생,1560,2014
용산,절도,검거,522,2014
용산,폭력,발생,2018,2014
용산,폭력,검거,1640,2014
성북,살인,발생,6,2014
성북,살인,검거,3,2014
성북,강도,발생,7,2014
성북,강도,검거,5,2014
성북,강간,발생,93,2014
성북,강간,검거,77,2014
성북,절도,발생,1141,2014
성북,절도,검거,362,2014
성북,폭력,발생,1215,2014
성북,폭력,검거,1033,2014
동대문,살인,발생,12,2014
동대문,살인,검거,11,2014
동대문,강도,발생,13,2014
동대문,강도,검거,8,2014
동대문,강간,발생,141,2014
동대문,강간,검거,112,2014
동대문,절도,발생,1809,2014
동대문,절도,검거,676,2014
동대문,폭력,발생,2388,2014
동대문,폭력,검거,2075,2014
마포,살인,발생,4,2014
마포,살인,검거,4,2014
마포,강도,발생,22,2014
마포,강도,검거,9,2014
마포,강간,발생,265,2014
마포,강간,검거,218,2014
마포,절도,발생,2763,2014
마포,절도,검거,742,2014
마포,폭력,발생,2686,2014
마포,폭력,검거,2163,2014
영등포,살인,발생,14,2014
영등포,살인,검거,15,2014
영등포,강도,발생,10,2014
영등포,강도,검거,5,2014
영등포,강간,발생,250,2014
영등포,강간,검거,183,2014
영등포,절도,발생,3080,2014
영등포,절도,검거,892,2014
영등포,폭력,발생,3649,2014
영등포,폭력,검거,2977,2014
성동,살인,발생,1,2014
성동,살인,검거,1,2014
성동,강도,발생,5,2014
성동,강도,검거,6,2014
성동,강간,발생,141,2014
성동,강간,검거,103,2014
성동,절도,발생,1753,2014
성동,절도,검거,529,2014
성동,폭력,발생,1682,2014
성동,폭력,검거,1409,2014
동작,살인,발생,2,2014
동작,살인,검거,2,2014
동작,강도,발생,9,2014
동작,강도,검거,7,2014
동작,강간,발생,203,2014
동작,강간,검거,120,2014
동작,절도,발생,1787,2014
동작,절도,검거,603,2014
동작,폭력,발생,1868,2014
동작,폭력,검거,1580,2014
광진,살인,발생,8,2014
광진,살인,검거,9,2014
광진,강도,발생,16,2014
광진,강도,검거,22,2014
광진,강간,발생,249,2014
광진,강간,검거,199,2014
광진,절도,발생,3167,2014
광진,절도,검거,1001,2014
광진,폭력,발생,2828,2014
광진,폭력,검거,2300,2014
서부,살인,발생,0,2014
서부,살인,검거,0,2014
서부,강도,발생,13,2014
서부,강도,검거,11,2014
서부,강간,발생,74,2014
서부,강간,검거,57,2014
서부,절도,발생,1010,2014
서부,절도,검거,365,2014
서부,폭력,발생,1303,2014
서부,폭력,검거,1065,2014
강북,살인,발생,6,2014
강북,살인,검거,5,2014
강북,강도,발생,21,2014
강북,강도,검거,10,2014
강북,강간,발생,189,2014
강북,강간,검거,152,2014
강북,절도,발생,1494,2014
강북,절도,검거,575,2014
강북,폭력,발생,2320,2014
강북,폭력,검거,2064,2014
금천,살인,발생,7,2014
금천,살인,검거,7,2014
금천,강도,발생,9,2014
금천,강도,검거,6,2014
금천,강간,발생,162,2014
금천,강간,검거,133,2014
금천,절도,발생,1552,2014
금천,절도,검거,496,2014
금천,폭력,발생,2112,2014
금천,폭력,검거,1792,2014
중랑,살인,발생,11,2014
중랑,살인,검거,10,2014
중랑,강도,발생,14,2014
중랑,강도,검거,11,2014
중랑,강간,발생,163,2014
중랑,강간,검거,118,2014
중랑,절도,발생,2390,2014
중랑,절도,검거,823,2014
중랑,폭력,발생,2775,2014
중랑,폭력,검거,2297,2014
강남,살인,발생,8,2014
강남,살인,검거,4,2014
강남,강도,발생,19,2014
강남,강도,검거,17,2014
강남,강간,발생,373,2014
강남,강간,검거,288,2014
강남,절도,발생,2340,2014
강남,절도,검거,786,2014
강남,폭력,발생,2685,2014
강남,폭력,검거,2234,2014
관악,살인,발생,7,2014
관악,살인,검거,8,2014
관악,강도,발생,25,2014
관악,강도,검거,22,2014
관악,강간,발생,361,2014
관악,강간,검거,238,2014
관악,절도,발생,3029,2014
관악,절도,검거,784,2014
관악,폭력,발생,3359,2014
관악,폭력,검거,2649,2014
강서,살인,발생,8,2014
강서,살인,검거,6,2014
강서,강도,발생,9,2014
강서,강도,검거,9,2014
강서,강간,발생,214,2014
강서,강간,검거,179,2014
강서,절도,발생,2341,2014
강서,절도,검거,734,2014
강서,폭력,발생,2717,2014
강서,폭력,검거,2297,2014
강동,살인,발생,5,2014
강동,살인,검거,4,2014
강동,강도,발생,10,2014
강동,강도,검거,8,2014
강동,강간,발생,148,2014
강동,강간,검거,129,2014
강동,절도,발생,2425,2014
강동,절도,검거,827,2014
강동,폭력,발생,2804,2014
강동,폭력,검거,2317,2014
종암,살인,발생,2,2014
종암,살인,검거,2,2014
종암,강도,발생,9,2014
종암,강도,검거,15,2014
종암,강간,발생,72,2014
종암,강간,검거,51,2014
종암,절도,발생,989,2014
종암,절도,검거,573,2014
종암,폭력,발생,1072,2014
종암,폭력,검거,907,2014
구로,살인,발생,3,2014
구로,살인,검거,3,2014
구로,강도,발생,14,2014
구로,강도,검거,10,2014
구로,강간,발생,252,2014
구로,강간,검거,186,2014
구로,절도,발생,2377,2014
구로,절도,검거,579,2014
구로,폭력,발생,2743,2014
구로,폭력,검거,2207,2014
서초,살인,발생,4,2014
서초,살인,검거,6,2014
서초,강도,발생,12,2014
서초,강도,검거,10,2014
서초,강간,발생,224,2014
서초,강간,검거,145,2014
서초,절도,발생,2018,2014
서초,절도,검거,587,2014
서초,폭력,발생,1820,2014
서초,폭력,검거,1561,2014
양천,살인,발생,5,2014
양천,살인,검거,5,2014
양천,강도,발생,11,2014
양천,강도,검거,10,2014
양천,강간,발생,129,2014
양천,강간,검거,96,2014
양천,절도,발생,2058,2014
양천,절도,검거,630,2014
양천,폭력,발생,2439,2014
양천,폭력,검거,1913,2014
송파,살인,발생,9,2014
송파,살인,검거,8,2014
송파,강도,발생,9,2014
송파,강도,검거,10,2014
송파,강간,발생,255,2014
송파,강간,검거,195,2014
송파,절도,발생,4199,2014
송파,절도,검거,885,2014
송파,폭력,발생,3532,2014
송파,폭력,검거,2884,2014
노원,살인,발생,5,2014
노원,살인,검거,4,2014
노원,강도,발생,8,2014
노원,강도,검거,7,2014
노원,강간,발생,173,2014
노원,강간,검거,136,2014
노원,절도,발생,2404,2014
노원,절도,검거,803,2014
노원,폭력,발생,2722,2014
노원,폭력,검거,2350,2014
방배,살인,발생,2,2014
방배,살인,검거,3,2014
방배,강도,발생,2,2014
방배,강도,검거,2,2014
방배,강간,발생,61,2014
방배,강간,검거,39,2014
방배,절도,발생,729,2014
방배,절도,검거,195,2014
방배,폭력,발생,686,2014
방배,폭력,검거,574,2014
은평,살인,발생,5,2014
은평,살인,검거,3,2014
은평,강도,발생,11,2014
은평,강도,검거,10,2014
은평,강간,발생,114,2014
은평,강간,검거,101,2014
은평,절도,발생,1342,2014
은평,절도,검거,433,2014
은평,폭력,발생,1559,2014
은평,폭력,검거,1280,2014
도봉,살인,발생,6,2014
도봉,살인,검거,7,2014
도봉,강도,발생,11,2014
도봉,강도,검거,15,2014
도봉,강간,발생,172,2014
도봉,강간,검거,159,2014
도봉,절도,발생,1350,2014
도봉,절도,검거,478,2014
도봉,폭력,발생,1585,2014
도봉,폭력,검거,1327,2014
수서,살인,발생,5,2014
수서,살인,검거,5,2014
수서,강도,발생,18,2014
수서,강도,검거,12,2014
수서,강간,발생,139,2014
수서,강간,검거,115,2014
수서,절도,발생,1555,2014
수서,절도,검거,407,2014
수서,폭력,발생,1709,2014
수서,폭력,검거,1394,2014
중부,살인,발생,2,2015
중부,살인,검거,2,2015
중부,강도,발생,3,2015
중부,강도,검거,2,2015
중부,강간,발생,105,2015
중부,강간,검거,65,2015
중부,절도,발생,1395,2015
중부,절도,검거,477,2015
중부,폭력,발생,1355,2015
중부,폭력,검거,1170,2015
종로,살인,발생,3,2015
종로,살인,검거,3,2015
종로,강도,발생,6,2015
종로,강도,검거,5,2015
종로,강간,발생,115,2015
종로,강간,검거,98,2015
종로,절도,발생,1070,2015
종로,절도,검거,413,2015
종로,폭력,발생,1278,2015
종로,폭력,검거,1070,2015
남대문,살인,발생,1,2015
남대문,살인,검거,0,2015
남대문,강도,발생,6,2015
남대문,강도,검거,4,2015
남대문,강간,발생,65,2015
남대문,강간,검거,46,2015
남대문,절도,발생,1153,2015
남대문,절도,검거,382,2015
남대문,폭력,발생,869,2015
남대문,폭력,검거,794,2015
서대문,살인,발생,2,2015
서대문,살인,검거,2,2015
서대문,강도,발생,5,2015
서대문,강도,검거,4,2015
서대문,강간,발생,154,2015
서대문,강간,검거,124,2015
서대문,절도,발생,1812,2015
서대문,절도,검거,738,2015
서대문,폭력,발생,2056,2015
서대문,폭력,검거,1711,2015
혜화,살인,발생,3,2015
혜화,살인,검거,2,2015
혜화,강도,발생,5,2015
혜화,강도,검거,4,2015
혜화,강간,발생,96,2015
혜화,강간,검거,63,2015
혜화,절도,발생,1114,2015
혜화,절도,검거,424,2015
혜화,폭력,발생,1015,2015
혜화,폭력,검거,861,2015
용산,살인,발생,5,2015
용산,살인,검거,5,2015
용산,강도,발생,14,2015
용산,강도,검거,14,2015
용산,강간,발생,194,2015
용산,강간,검거,173,2015
용산,절도,발생,1557,2015
용산,절도,검거,587,2015
용산,폭력,발생,2050,2015
용산,폭력,검거,1704,2015
성북,살인,발생,2,2015
성북,살인,검거,2,2015
성북,강도,발생,2,2015
성북,강도,검거,1,2015
성북,강간,발생,86,2015
성북,강간,검거,71,2015
성북,절도,발생,953,2015
성북,절도,검거,409,2015
성북,폭력,발생,1194,2015
성북,폭력,검거,1015,2015
동대문,살인,발생,5,2015
동대문,살인,검거,5,2015
동대문,강도,발생,13,2015
동대문,강도,검거,13,2015
동대문,강간,발생,173,2015
동대문,강간,검거,146,2015
동대문,절도,발생,1981,2015
동대문,절도,검거,814,2015
동대문,폭력,발생,2548,2015
동대문,폭력,검거,2227,2015
마포,살인,발생,8,2015
마포,살인,검거,8,2015
마포,강도,발생,14,2015
마포,강도,검거,10,2015
마포,강간,발생,294,2015
마포,강간,검거,247,2015
마포,절도,발생,2555,2015
마포,절도,검거,813,2015
마포,폭력,발생,2983,2015
마포,폭력,검거,2519,2015
영등포,살인,발생,14,2015
영등포,살인,검거,12,2015
영등포,강도,발생,22,2015
영등포,강도,검거,20,2015
영등포,강간,발생,295,2015
영등포,강간,검거,183,2015
영등포,절도,발생,2964,2015
영등포,절도,검거,978,2015
영등포,폭력,발생,3572,2015
영등포,폭력,검거,2961,2015
성동,살인,발생,4,2015
성동,살인,검거,4,2015
성동,강도,발생,9,2015
성동,강도,검거,8,2015
성동,강간,발생,126,2015
성동,강간,검거,119,2015
성동,절도,발생,1607,2015
성동,절도,검거,597,2015
성동,폭력,발생,1612,2015
성동,폭력,검거,1395,2015
동작,살인,발생,5,2015
동작,살인,검거,5,2015
동작,강도,발생,9,2015
동작,강도,검거,5,2015
동작,강간,발생,285,2015
동작,강간,검거,139,2015
동작,절도,발생,1865,2015
동작,절도,검거,661,2015
동작,폭력,발생,1910,2015
동작,폭력,검거,1587,2015
광진,살인,발생,4,2015
광진,살인,검거,4,2015
광진,강도,발생,14,2015
광진,강도,검거,26,2015
광진,강간,발생,240,2015
광진,강간,검거,220,2015
